claim_id,policy_number,claim_number,sum_insured,product,agent,class_of_business,risk_type,loss_date,client_type,renewal_frequency,primary_cause,secondary_cause,branch,target
ID_H6890BDUE1WZ,pol000006000,claim0002920,120000.0,prod00015,ag00037,cob00034,rt00023,2019-02-09,ct0001,rf0002,pc0007,sc00024,br00002,8087.7
ID_WYZ96A8BVHO6,pol000005949,claim0002078,110000.0,prod00015,ag00226,cob00034,rt00023,2019-04-09,ct0001,rf0002,pc0007,sc00023,br00002,4315.95
ID_XK746HRUBSHF,pol000007844,claim0013367,0.0,prod00015,ag00064,cob00022,rt00025,2018-07-31,ct0001,rf0002,pc0007,sc00021,br00001,100.0
ID_I6O46NW8KGN6,pol000006049,claim0003716,3000.0,prod00015,ag00226,cob00010,rt00024,2019-08-20,ct0003,rf0001,pc0007,sc00024,br00002,2080.03
ID_HCHUN30BWID8,pol000005679,claim0000569,40000.0,prod00021,ag00037,cob00027,rt00013,2018-11-26,ct0003,rf0004,pc0004,sc00037,br00002,1473.4
ID_HUHCNGJAV08T,pol000008765,claim0009671,6000.0,prod00005,ag00226,cob00009,rt00032,2018-05-06,ct0003,rf0001,pc0007,sc00023,br00001,469.25
ID_GOLWO9AHOZZF,pol000006982,claim0005427,15000.0,prod00005,ag00068,cob00009,rt00032,2019-10-04,ct0003,rf0002,pc0007,sc00023,br00002,4573.26
ID_06O4JYFCIY65,pol000006061,claim0003769,210000.0,prod00015,ag00068,cob00034,rt00023,2018-09-04,ct0001,rf0001,pc0007,sc00021,br00002,2141.8
ID_FWEXWKXKO5DC,pol000008078,claim0008743,2160000.0,prod00018,ag00037,cob00023,rt00027,2019-04-19,ct0001,rf0002,pc0017,sc00061,br00001,11033.95
ID_0B8WD1QNC6T7,pol000006888,claim0005296,0.0,prod00028,ag00037,cob00009,rt00033,2018-08-19,ct0003,rf0002,pc0007,sc00023,br00002,284.41
ID_Q7768R4REUHU,pol000007596,claim0006433,1000000.0,prod00021,ag00226,cob00026,rt00013,2020-05-18,ct0001,rf0002,pc0004,sc00040,br00001,41559.41
ID_EY94TQFSF0AN,pol000007204,claim0005902,5000.0,prod00027,ag00226,cob00031,rt00006,2019-04-08,ct0003,rf0001,pc0007,sc00024,br00001,937.14
ID_39XQ2WUCKEGB,pol000008122,claim0008807,0.0,prod00028,ag00037,cob00009,rt00033,2018-07-03,ct0001,rf0002,pc0007,sc00022,br00001,100.0
ID_AIPVPYKXCR78,pol000005734,claim0000653,7409040.0,prod00012,ag00226,cob00016,rt00015,2021-06-03,ct0001,rf0003,pc0011,sc00049,br00002,54180.0
ID_LWBUL5TRV9HT,pol000008504,claim0009350,3000.0,prod00027,ag00226,cob00010,rt00006,2018-12-27,ct0003,rf0001,pc0007,sc00024,br00001,700.0
ID_XMSN57UB0UKV,pol000011123,claim0014005,10000.0,prod00005,ag00044,cob00010,rt00032,2018-10-01,ct0003,rf0002,pc0007,sc00024,br00009,3300.0
ID_UWBCCA7MKGUO,pol000006986,claim0005454,0.0,prod00034,ag00037,cob00036,rt00041,2018-12-21,ct0001,rf0002,pc0015,sc00020,br00002,0.0
ID_KGS2KKBIXWQH,pol000006937,claim0005358,8000.0,prod00005,ag00064,cob00009,rt00032,2019-04-05,ct0003,rf0002,pc0007,sc00021,br00002,5115.33
ID_KOW5YEVN0FV9,pol000005894,claim0001515,30000.0,prod00015,ag00068,cob00010,rt00024,2018-02-06,ct0001,rf0001,pc0015,sc00020,br00002,2095.35
ID_1HFBPF5H6BH1,pol000007867,claim0008132,58000.0,prod00015,ag00226,cob00034,rt00023,2018-06-07,ct0001,rf0004,pc0007,sc00022,br00001,751.75
ID_AB0U7PA75VIS,pol000005533,claim0000426,30000.0,prod00027,ag00064,cob00031,rt00006,2019-11-24,ct0003,rf0002,pc0007,sc00023,br00002,0.0
ID_IV9X6MUVIT9K,pol000005606,claim0000465,55000.0,prod00027,ag00037,cob00031,rt00006,2019-11-27,ct0003,rf0001,pc0007,sc00025,br00002,1147.88
ID_FSK45FVDJIY6,pol000006025,claim0003215,30000.0,prod00015,ag00037,cob00034,rt00023,2018-04-02,ct0001,rf0002,pc0007,sc00021,br00002,769.19
ID_OXWX9CBQZDBS,pol000010929,claim0013539,6000.0,prod00005,ag00226,cob00009,rt00032,2018-03-26,ct0003,rf0001,pc0007,sc00021,br00001,1124.13
ID_3U9X3P657YDD,pol000009499,claim0013650,50000.0,prod00015,ag00068,cob00034,rt00023,2018-07-30,ct0001,rf0002,pc0007,sc00023,br00005,0.0
ID_A12GU1HIOKD1,pol000006703,claim0005073,20000.0,prod00005,ag00037,cob00009,rt00032,2018-03-13,ct0003,rf0001,pc0007,sc00024,br00002,2829.2
ID_CL33WVLVPBMM,pol000007785,claim0007389,50000.0,prod00015,ag00226,cob00034,rt00023,2018-05-25,ct0001,rf0002,pc0007,sc00022,br00001,1094.51
ID_Y1YSDWJ1GZP1,pol000005830,claim0001120,100000.0,prod00015,ag00037,cob00034,rt00023,2018-07-24,ct0001,rf0003,pc0007,sc00023,br00002,1077.3
ID_WYEYOOYUXLRR,pol000005481,claim0000303,15000.0,prod00027,ag00226,cob00031,rt00006,2019-02-14,ct0003,rf0001,pc0007,sc00021,br00002,2376.0
ID_B14UFZTPL5WC,pol000006489,claim0004766,10000.0,prod00005,ag00037,cob00009,rt00032,2019-06-01,ct0003,rf0002,pc0007,sc00022,br00002,129.38
ID_CFH3KCRIBZFZ,pol000009440,claim0010539,200000.0,prod00021,ag00037,cob00026,rt00013,2019-01-22,ct0003,rf0001,pc0002,sc00011,br00005,595.16
ID_AQH51MOTQWYU,pol000008705,claim0009598,0.0,prod00028,ag00068,cob00009,rt00033,2018-03-24,ct0001,rf0001,pc0007,sc00029,br00001,319.0
ID_W666R0MY391W,pol000010750,claim0013114,21000.0,prod00005,ag00044,cob00009,rt00032,2018-08-04,ct0003,rf0002,pc0007,sc00024,br00009,889.0
ID_QAOEOH5WDV9O,pol000007970,claim0008622,0.0,prod00015,ag00068,cob00034,rt00024,2020-01-12,ct0001,rf0001,pc0007,sc00024,br00001,20000.0
ID_KPDED32WYLMF,pol000005887,claim0001442,80000.0,prod00015,ag00226,cob00034,rt00023,2018-05-21,ct0001,rf0002,pc0007,sc00023,br00002,0.0
ID_M8AE9B2Y7P2F,pol000006000,claim0002938,100000.0,prod00015,ag00037,cob00034,rt00023,2019-04-07,ct0001,rf0002,pc0007,sc00022,br00002,1633.1
ID_0ZH3VJCP0CLV,pol000009630,claim0013723,1500000.0,prod00034,ag00037,cob00036,rt00041,2020-09-09,ct0001,rf0002,pc0015,sc00004,br00005,0.0
ID_HX6KRYR0XZ5A,pol000009608,claim0011033,5000.0,prod00005,ag00037,cob00009,rt00032,2018-06-10,ct0001,rf0002,pc0007,sc00022,br00005,80.0
ID_S6DWL1HFWVNM,pol000005800,claim0000863,47000.0,prod00011,ag00037,cob00015,rt00018,2018-01-09,ct0001,rf0002,pc0001,sc00008,br00002,0.0
ID_0YV3DJDJQ10Q,pol000006023,claim0003156,750000.0,prod00015,ag00037,cob00034,rt00023,2021-07-26,ct0001,rf0002,pc0007,sc00023,br00002,22821.43
ID_ATXYFOCQI0AP,pol000011142,claim0014031,8000.0,prod00005,ag00044,cob00009,rt00032,2018-09-28,ct0003,rf0002,pc0007,sc00021,br00009,883.25
ID_7BKVUIT1CFF4,pol000007130,claim0005896,8000.0,prod00027,ag00226,cob00031,rt00006,2019-02-11,ct0003,rf0001,pc0007,sc00023,br00001,1868.91
ID_155OWJA2WLYG,pol000007060,claim0005643,500000.0,prod00005,ag00068,cob00009,rt00032,2021-03-12,ct0003,rf0002,pc0007,sc00023,br00004,18700.0
ID_AFQHDZ12USKV,pol000005415,claim0000211,22000.0,prod00027,ag00226,cob00031,rt00006,2019-10-24,ct0003,rf0001,pc0007,sc00021,br00002,865.26
ID_P2MEMRQQ7KOH,pol000006122,claim0004115,0.0,prod00015,ag00037,cob00034,rt00024,2020-01-18,ct0001,rf0002,pc0007,sc00023,br00002,10250.0
ID_RB25SXSDUOQ7,pol000006124,claim0004123,4900000.0,prod00015,ag00037,cob00033,rt00023,2020-10-21,ct0001,rf0003,pc0007,sc00024,br00002,46970.64
ID_UVHZJ06C7WKZ,pol000005959,claim0002417,2334230.0,prod00015,ag00037,cob00034,rt00023,2018-04-04,ct0001,rf0002,pc0002,sc00053,br00002,92.4
ID_LUPUJOX65BGH,pol000008232,claim0013506,0.0,prod00028,ag00226,cob00009,rt00033,2018-07-17,ct0003,rf0002,pc0007,sc00022,br00001,100.0
ID_FUW73MR1YLXW,pol000005951,claim0002164,1001280.0,prod00015,ag00037,cob00034,rt00023,2020-02-11,ct0001,rf0002,pc0002,sc00003,br00002,393.63
ID_DQZGS3Q3GVLK,pol000007844,claim0013365,0.0,prod00015,ag00064,cob00022,rt00025,2018-04-27,ct0001,rf0002,pc0007,sc00021,br00001,0.0
ID_I7OO1N4YI61D,pol000006174,claim0004348,183643110.0,prod00018,ag00037,cob00023,rt00027,2021-05-21,ct0001,rf0005,pc0017,sc00061,br00002,399793.18
ID_D1LCEGENQCHZ,pol000010567,claim0012842,12000.0,prod00031,ag00068,cob00023,rt00039,2018-09-27,ct0001,rf0005,pc0017,sc00004,br00007,12000.0
ID_8950XUM9T6R1,pol000010509,claim0013959,5000.0,prod00005,ag00068,cob00009,rt00032,2018-06-07,ct0003,rf0002,pc0007,sc00021,br00007,564.47
ID_EWPBHPP05NMO,pol000007802,claim0007495,45000.0,prod00015,ag00068,cob00034,rt00023,2018-12-19,ct0001,rf0001,pc0007,sc00023,br00001,590.0
ID_YCL35ADW2WLK,pol000005972,claim0002792,217417.0,prod00015,ag00037,cob00034,rt00023,2019-01-13,ct0001,rf0005,pc0007,sc00023,br00002,0.0
ID_DTL5WCYWFK2F,pol000008291,claim0009059,0.0,prod00028,ag00226,cob00009,rt00033,2018-10-27,ct0003,rf0002,pc0002,sc00053,br00001,600.0
ID_FPYJLV0QXRYN,pol000005843,claim0001165,135000.0,prod00015,ag00226,cob00034,rt00023,2019-06-28,ct0001,rf0003,pc0007,sc00023,br00002,3590.0
ID_7VINWBENMU8G,pol000007754,claim0007278,25000.0,prod00015,ag00064,cob00034,rt00023,2018-09-04,ct0001,rf0001,pc0007,sc00021,br00001,1906.7
ID_75YUDVQDT0ZM,pol000005894,claim0001488,2000000.0,prod00015,ag00068,cob00034,rt00023,2020-03-04,ct0001,rf0001,pc0007,sc00024,br00002,12444.37
ID_Y0Y2LK4669V2,pol000006101,claim0004003,350000.0,prod00015,ag00068,cob00034,rt00023,2019-08-31,ct0001,rf0005,pc0007,sc00029,br00002,37081.25
ID_7G6R7VVPDYZY,pol000007859,claim0013154,360000.0,prod00015,ag00037,cob00034,rt00023,2020-01-09,ct0001,rf0001,pc0007,sc00022,br00001,0.0
ID_AGF6ML3EDNHY,pol000005830,claim0001065,100000.0,prod00015,ag00037,cob00034,rt00023,2018-05-20,ct0001,rf0003,pc0007,sc00022,br00002,135.0
ID_5L1280G06N7X,pol000007044,claim0005613,250000.0,prod00015,ag00068,cob00010,rt00023,2020-09-15,ct0001,rf0001,pc0007,sc00030,br00004,31680.0
ID_X31DR3VEVIC2,pol000005936,claim0001930,3200000.0,prod00015,ag00068,cob00034,rt00023,2020-10-22,ct0001,rf0001,pc0007,sc00021,br00002,42660.0
ID_CKDB4L8O8634,pol000010639,claim0012954,2120324310.0,prod00011,ag00044,cob00015,rt00018,2021-07-21,ct0001,rf0002,pc0001,sc00004,br00009,0.0
ID_QVX3GI4WMYDA,pol000006010,claim0003126,4000000.0,prod00015,ag00068,cob00034,rt00023,2021-05-31,ct0001,rf0001,pc0007,sc00021,br00002,313914.0
ID_WA4K1LWLNCN7,pol000007723,claim0006943,100000.0,prod00015,ag00021,cob00034,rt00023,2018-10-16,ct0001,rf0001,pc0007,sc00023,br00001,978.07
ID_Y07ZW13UK6U5,pol000009508,claim0010805,269500.0,prod00015,ag00037,cob00034,rt00023,2018-10-07,ct0001,rf0002,pc0007,sc00025,br00005,110.0
ID_0W35Y4L3CSLK,pol000005958,claim0002349,90000.0,prod00015,ag00037,cob00034,rt00023,2018-11-23,ct0001,rf0002,pc0007,sc00024,br00002,0.0
ID_A1B7BWG9HNK0,pol000005958,claim0002317,10800000.0,prod00015,ag00037,cob00034,rt00023,2021-08-15,ct0001,rf0005,pc0007,sc00023,br00002,0.0
ID_RYBF1DS9O2LX,pol000007264,claim0006052,1726000.0,prod00027,ag00226,cob00031,rt00006,2021-04-29,ct0003,rf0002,pc0007,sc00024,br00001,54868.75
ID_5X5WKIAGH4RN,pol000005357,claim0000071,840000.0,prod00002,ag00226,cob00001,rt00002,2021-09-04,ct0001,rf0003,pc0003,sc00004,br00002,18360.0
ID_FVZ3FM8CBNSP,pol000007786,claim0007420,8000.0,prod00015,ag00226,cob00034,rt00023,2018-10-02,ct0001,rf0002,pc0007,sc00023,br00001,1881.63
ID_4WLSYBHYMWBQ,pol000005967,claim0003284,12617955.0,prod00015,ag00037,cob00034,rt00023,2021-05-24,ct0001,rf0005,pc0007,sc00021,br00002,217269.0
ID_2D0VIKMPXQMU,pol000005917,claim0001670,40000.0,prod00015,ag00226,cob00034,rt00023,2018-09-30,ct0001,rf0001,pc0007,sc00024,br00002,1523.5
ID_6LKBTUMFSIUI,pol000009957,claim0011708,100000.0,prod00015,ag00226,cob00034,rt00023,2019-03-24,ct0002,rf0002,pc0007,sc00024,br00008,2655.0
ID_84ANG7CUKG9Q,pol000010989,claim0013688,900000.0,prod00018,ag00037,cob00023,rt00027,2018-04-08,ct0001,rf0002,pc0017,sc00004,br00005,2769.0
ID_E4J0A6UPGM33,pol000006026,claim0003375,6780000.0,prod00015,ag00037,cob00033,rt00023,2020-05-21,ct0001,rf0002,pc0007,sc00023,br00002,539691.07
ID_58HE61G7B22R,pol000005394,claim0000178,250000.0,prod00002,ag00226,cob00003,rt00002,2020-03-05,ct0001,rf0001,pc0002,sc00003,br00002,63456.36
ID_LV2EI7LLPPTA,pol000008994,claim0009969,0.0,prod00028,ag00226,cob00009,rt00033,2018-04-27,ct0001,rf0001,pc0007,sc00024,br00001,1480.0
ID_HAMAT8SBUJBA,pol000008921,claim0009877,5000.0,prod00005,ag00226,cob00009,rt00032,2018-02-24,ct0003,rf0002,pc0007,sc00022,br00001,1298.44
ID_HGJF3N3RGWSY,pol000007793,claim0012543,50000.0,prod00015,ag00037,cob00034,rt00023,2018-12-22,ct0001,rf0001,pc0007,sc00021,br00001,890.0
ID_ASESNSBWUNSZ,pol000007562,claim0006384,50000.0,prod00027,ag00068,cob00031,rt00006,2019-09-18,ct0003,rf0001,pc0007,sc00029,br00001,9795.6
ID_J2COU53DBKMC,pol000006409,claim0004657,5000.0,prod00005,ag00037,cob00009,rt00032,2018-06-03,ct0003,rf0001,pc0007,sc00023,br00002,997.0
ID_6V08MMTE0QKS,pol000005691,claim0000586,7350.0,prod00021,ag00064,cob00026,rt00012,2019-02-20,ct0003,rf0001,pc0004,sc00041,br00002,559.36
ID_GR8HDB9BYUXP,pol000006084,claim0003923,10000.0,prod00015,ag00226,cob00010,rt00023,2020-01-20,ct0001,rf0002,pc0007,sc00024,br00002,21300.0
ID_UP4JMPFWMW0K,pol000007008,claim0005497,8000000.0,prod00037,ag00226,cob00038,rt00044,2019-09-17,ct0001,rf0002,pc0004,sc00017,br00002,2147.0
ID_D4WAI642IH13,pol000007870,claim0008002,245000.0,prod00015,ag00037,cob00034,rt00023,2019-09-20,ct0001,rf0001,pc0007,sc00026,br00001,156796.0
ID_2SQVDHQSS6BM,pol000006115,claim0004073,475000.0,prod00015,ag00064,cob00034,rt00023,2020-09-10,ct0001,rf0005,pc0007,sc00025,br00002,4500.22
ID_L5O4JX9WFULE,pol000007754,claim0007360,25000.0,prod00015,ag00064,cob00034,rt00023,2019-03-24,ct0001,rf0001,pc0007,sc00025,br00001,94.0
ID_6UU4PKLEALKB,pol000009299,claim0010337,7000.0,prod00005,ag00226,cob00009,rt00032,2018-10-28,ct0003,rf0001,pc0007,sc00021,br00001,0.0
ID_B9ENIAY4KYWP,pol000007264,claim0005976,49500.0,prod00027,ag00226,cob00031,rt00006,2019-08-21,ct0003,rf0002,pc0007,sc00023,br00001,504.0
ID_7Y2ALQ0DO3WR,pol000008791,claim0009706,15000.0,prod00005,ag00064,cob00009,rt00032,2018-05-09,ct0003,rf0001,pc0007,sc00023,br00001,674.0
ID_8IQM3TCKXYH1,pol000006340,claim0004555,10000.0,prod00005,ag00068,cob00009,rt00032,2018-03-29,ct0003,rf0001,pc0007,sc00021,br00002,1584.0
ID_EPNWIXKODZC7,pol000006115,claim0004170,6650000.0,prod00015,ag00064,cob00034,rt00023,2020-07-30,ct0001,rf0005,pc0002,sc00053,br00002,39435.0
ID_8E60FU42EWAV,pol000011083,claim0013940,0.0,prod00028,ag00068,cob00009,rt00033,2018-11-18,ct0003,rf0002,pc0007,sc00024,br00007,200.0
ID_N86JEAZKWXDN,pol000005928,claim0001874,6850000.0,prod00015,ag00226,cob00034,rt00023,2021-06-18,ct0001,rf0001,pc0007,sc00024,br00002,111475.29
ID_VP7LX6AQA3RQ,pol000008911,claim0009866,35000.0,prod00005,ag00226,cob00009,rt00032,2018-12-06,ct0003,rf0002,pc0002,sc00003,br00001,1702.35
ID_2FGK2VXBFBXJ,pol000005691,claim0000711,90000.0,prod00021,ag00064,cob00026,rt00012,2021-06-30,ct0003,rf0001,pc0001,sc00015,br00002,54000.0
ID_UMKT8HKS4VEO,pol000005728,claim0000644,178219.2,prod00012,ag00068,cob00016,rt00015,2019-09-07,ct0001,rf0001,pc0011,sc00048,br00002,55881.0
ID_37ZVRRVN90II,pol000005858,claim0001310,15000.0,prod00015,ag00068,cob00034,rt00023,2018-06-02,ct0001,rf0002,pc0007,sc00024,br00002,258.75
ID_QS8GYFR4H2EI,pol000010343,claim0012554,15000.0,prod00005,ag00068,cob00009,rt00032,2018-05-07,ct0003,rf0002,pc0007,sc00022,br00007,3292.26
ID_MLEXINUGCY49,pol000006026,claim0003586,1000000.0,prod00015,ag00037,cob00033,rt00023,2021-04-30,ct0001,rf0005,pc0007,sc00021,br00002,40076.14
ID_PUDQHF4Y13BY,pol000007081,claim0005672,246000.0,prod00005,ag00226,cob00009,rt00032,2021-03-15,ct0003,rf0001,pc0007,sc00022,br00004,74566.99
ID_KVRMMQYKG3NI,pol000008671,claim0009558,30000.0,prod00027,ag00226,cob00031,rt00006,2019-09-10,ct0003,rf0001,pc0007,sc00021,br00001,18322.8
ID_590GE8TTE8BF,pol000006933,claim0005357,50000.0,prod00030,ag00226,cob00009,rt00038,2018-05-23,ct0001,rf0003,pc0007,sc00023,br00002,648.0
ID_XT8CW0S951G6,pol000008285,claim0009048,10000.0,prod00005,ag00226,cob00009,rt00032,2018-10-19,ct0001,rf0003,pc0007,sc00023,br00001,1177.1
ID_TC7YZBY4NP5P,pol000007163,claim0005848,35000.0,prod00027,ag00083,cob00031,rt00006,2019-05-25,ct0003,rf0001,pc0007,sc00023,br00001,0.0
ID_LS4T4KNRE9BF,pol000006909,claim0005320,18000.0,prod00005,ag00226,cob00010,rt00032,2018-11-04,ct0003,rf0001,pc0007,sc00023,br00002,13397.9
ID_4J2DFMSJLCPP,pol000007693,claim0006735,54000.0,prod00011,ag00226,cob00015,rt00018,2019-02-07,ct0001,rf0002,pc0001,sc00015,br00001,400.0
ID_ERUV877ZWR4H,pol000006015,claim0003102,90000.0,prod00015,ag00064,cob00034,rt00023,2018-06-30,ct0001,rf0002,pc0007,sc00021,br00002,217.35
ID_ZLIWBKXIFM8B,pol000009259,claim0010384,0.0,prod00028,ag00226,cob00009,rt00033,2018-10-20,ct0003,rf0002,pc0007,sc00023,br00001,105.55
ID_RQJI3ZN8H16C,pol000008021,claim0008620,8497117.5,prod00015,ag00037,cob00034,rt00023,2021-07-18,ct0001,rf0001,pc0007,sc00023,br00001,0.0
ID_TOTIRWJQ7F9T,pol000006002,claim0003008,0.0,prod00015,ag00226,cob00034,rt00023,2018-03-17,ct0001,rf0002,pc0007,sc00024,br00002,8169.0
ID_2YQMW6B61IBF,pol000007427,claim0006221,1080000.0,prod00027,ag00226,cob00031,rt00006,2020-02-10,ct0003,rf0002,pc0007,sc00021,br00001,123663.6
ID_2ECMWN1BKPLF,pol000007751,claim0007169,740000.0,prod00015,ag00037,cob00034,rt00023,2019-02-19,ct0001,rf0001,pc0007,sc00023,br00001,0.0
ID_4H71WP9AE34V,pol000010391,claim0012620,19000.0,prod00005,ag00068,cob00009,rt00032,2018-12-19,ct0003,rf0001,pc0007,sc00024,br00007,6063.18
ID_QQMN8U5O4QL3,pol000006093,claim0004048,144000.0,prod00015,ag00037,cob00034,rt00023,2019-06-30,ct0001,rf0001,pc0007,sc00025,br00002,2457.0
ID_XQQ7PZSHRPCO,pol000005903,claim0001539,30000.0,prod00015,ag00068,cob00010,rt00023,2019-09-12,ct0001,rf0001,pc0007,sc00024,br00002,609.5
ID_1JPBKBFAAIKF,pol000010498,claim0012755,5000.0,prod00005,ag00068,cob00009,rt00032,2018-07-21,ct0003,rf0002,pc0007,sc00022,br00007,25.0
ID_88KLO6BISAZK,pol000005951,claim0002143,80000.0,prod00015,ag00037,cob00034,rt00023,2019-08-23,ct0001,rf0002,pc0007,sc00023,br00002,15047.5
ID_GDD84BQT3F1M,pol000010138,claim0013863,0.0,prod00008,ag00068,cob00013,rt00050,2018-12-04,ct0001,rf0002,pc0012,sc00032,br00007,356.06
ID_6MM0B666ZRFP,pol000007858,claim0007952,30865.0,prod00015,ag00037,cob00034,rt00023,2018-02-10,ct0001,rf0001,pc0007,sc00023,br00001,0.0
ID_8CUY4E6JSTN1,pol000005926,claim0001778,0.0,prod00015,ag00037,cob00022,rt00025,2020-07-01,ct0001,rf0003,pc0007,sc00021,br00002,2403.5
ID_KCJPT2R6S4OP,pol000007786,claim0007421,8000.0,prod00015,ag00226,cob00034,rt00023,2018-12-22,ct0001,rf0002,pc0007,sc00022,br00001,3139.41
ID_9VOD92QTL3JX,pol000007393,claim0006173,272000.0,prod00027,ag00083,cob00031,rt00006,2021-10-01,ct0003,rf0002,pc0007,sc00023,br00001,139950.0
ID_72NOE6PPR9RY,pol000007810,claim0007529,24000.0,prod00015,ag00021,cob00034,rt00023,2018-11-02,ct0001,rf0001,pc0007,sc00021,br00001,6766.0
ID_11UOTVYV64MX,pol000007831,claim0007792,65000.0,prod00015,ag00068,cob00034,rt00023,2018-09-08,ct0001,rf0004,pc0007,sc00031,br00001,213.34
ID_LGUV6HH0L841,pol000007956,claim0008319,20000.0,prod00015,ag00083,cob00010,rt00024,2021-03-03,ct0001,rf0002,pc0007,sc00024,br00001,244000.0
ID_WQI7AEAZNNVQ,pol000006639,claim0004986,4000.0,prod00005,ag00226,cob00009,rt00032,2018-04-23,ct0003,rf0001,pc0007,sc00029,br00002,2385.0
ID_9U3BNGO4JA35,pol000006956,claim0008628,340000.0,prod00032,ag00068,cob00016,rt00040,2019-05-21,ct0001,rf0001,pc0005,sc00051,br00002,44022.69
ID_43VAZ2GELB1I,pol000005951,claim0002577,38000.0,prod00015,ag00037,cob00034,rt00023,2018-11-20,ct0001,rf0002,pc0002,sc00003,br00002,0.0
ID_F4X3J2UFYYJ6,pol000009460,claim0010727,133000.0,prod00015,ag00037,cob00034,rt00023,2018-04-20,ct0001,rf0001,pc0007,sc00004,br00005,22808.2
ID_LW4H4CI4W7DE,pol000007043,claim0005576,8625000.0,prod00015,ag00068,cob00034,rt00023,2021-04-13,ct0001,rf0001,pc0007,sc00023,br00004,86228.12
ID_MNA73W2R0AYB,pol000007930,claim0008438,0.0,prod00015,ag00083,cob00034,rt00024,2019-11-06,ct0001,rf0002,pc0007,sc00024,br00001,3000.0
ID_2V2ZPSKRDC4F,pol000005629,claim0000496,165065.64,prod00009,ag00037,cob00013,rt00010,2018-05-08,ct0001,rf0003,pc0012,sc00033,br00002,5520.71
ID_S8RS8RATFJWH,pol000006600,claim0004923,7000.0,prod00005,ag00037,cob00009,rt00032,2018-06-17,ct0003,rf0002,pc0007,sc00023,br00002,1764.53
ID_0TYGQPYQG68O,pol000007821,claim0007627,8970900.0,prod00015,ag00037,cob00034,rt00023,2021-06-04,ct0001,rf0001,pc0007,sc00023,br00001,21600.0
ID_5KHOCA8NP45J,pol000006015,claim0003212,0.0,prod00015,ag00064,cob00022,rt00025,2018-12-25,ct0001,rf0002,pc0007,sc00021,br00002,750.0
ID_P07AOGNJRCC3,pol000005951,claim0002141,80000.0,prod00015,ag00037,cob00034,rt00023,2019-06-28,ct0001,rf0002,pc0007,sc00023,br00002,0.0
ID_N5ZKZINEHBZM,pol000005960,claim0002416,0.0,prod00015,ag00037,cob00022,rt00025,2019-01-12,ct0001,rf0002,pc0002,sc00045,br00002,21.6
ID_38ARW6MOCCC6,pol000006531,claim0004823,5400.0,prod00005,ag00226,cob00009,rt00032,2018-10-24,ct0001,rf0001,pc0007,sc00022,br00002,559.39
ID_VYL42AA0MAFY,pol000006030,claim0003618,800000.0,prod00015,ag00068,cob00034,rt00023,2020-01-30,ct0001,rf0001,pc0002,sc00053,br00002,9060.0
ID_8KSV9STI7VNF,pol000009248,claim0010279,33000.0,prod00005,ag00226,cob00009,rt00032,2018-08-22,ct0003,rf0001,pc0007,sc00023,br00001,245.0
ID_XRO2UD4BFYLJ,pol000009032,claim0010018,160000.0,prod00005,ag00226,cob00009,rt00032,2018-03-27,ct0001,rf0002,pc0007,sc00023,br00001,18270.0
ID_MC4TP6BF89SH,pol000009473,claim0013639,65000.0,prod00015,ag00037,cob00034,rt00023,2018-10-11,ct0001,rf0002,pc0007,sc00021,br00005,3611.27
ID_802HZQTGT5VY,pol000005967,claim0002693,150000.0,prod00015,ag00037,cob00034,rt00023,2019-02-16,ct0001,rf0002,pc0007,sc00023,br00002,0.0
ID_UPMMHTGR3OWL,pol000005769,claim0000735,10000.0,prod00027,ag00064,cob00031,rt00006,2019-05-29,ct0003,rf0002,pc0007,sc00023,br00002,0.0
ID_IVLAF3FM7EFW,pol000010506,claim0012765,0.0,prod00028,ag00068,cob00009,rt00033,2018-06-27,ct0003,rf0002,pc0002,sc00053,br00007,218.7
ID_ML73GMLEVLM3,pol000007711,claim0011644,94500.0,prod00015,ag00226,cob00034,rt00023,2019-02-07,ct0003,rf0001,pc0007,sc00021,br00001,569.25
ID_N8P8N7YII9JE,pol000006015,claim0003099,0.0,prod00015,ag00064,cob00022,rt00025,2018-05-04,ct0001,rf0002,pc0007,sc00024,br00002,142.17
ID_T0WBG8QHNQ1N,pol000008019,claim0008612,5731600.0,prod00015,ag00037,cob00034,rt00023,2021-05-10,ct0001,rf0001,pc0007,sc00024,br00001,576622.9
ID_7D3LLT93CKBQ,pol000006363,claim0009425,3500.0,prod00005,ag00068,cob00009,rt00032,2018-09-17,ct0001,rf0001,pc0007,sc00023,br00002,1096.84
ID_UV21JBG9DB70,pol000009110,claim0010122,138000.0,prod00027,ag00037,cob00031,rt00006,2020-03-01,ct0003,rf0001,pc0007,sc00023,br00001,31279.18
ID_JV3CHNHPPUFA,pol000005884,claim0001420,108000.0,prod00015,ag00068,cob00034,rt00023,2018-06-04,ct0001,rf0001,pc0007,sc00004,br00002,621.0
ID_D3H35FTRCPOC,pol000006518,claim0004808,10000.0,prod00005,ag00068,cob00009,rt00032,2018-03-26,ct0003,rf0002,pc0007,sc00021,br00002,3130.35
ID_6QRJS5DJKW9Z,pol000005368,claim0000158,201327.0,prod00002,ag00037,cob00001,rt00002,2019-12-12,ct0001,rf0002,pc0001,sc00002,br00002,6353.1
ID_JGZ16BB6GSNQ,pol000009592,claim0011012,13500.0,prod00027,ag00037,cob00031,rt00006,2019-07-09,ct0001,rf0001,pc0007,sc00023,br00001,0.0
