policy_number,product_code,trans_date,from_date,to_date,agent,class_of_business,client_type,renewal_frequency,branch
pol000005951,prod00015,2018-09-03 16:27:50.890,2018-07-02 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006791,prod00005,2018-09-04 08:11:54.527,2018-09-04 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00009,ct0003,rf0001,br00002
pol000006791,prod00005,2018-09-04 08:11:54.527,2018-09-04 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
pol000005901,prod00015,2018-09-04 08:47:52.037,2018-06-01 00:00:00.000,2019-01-31 00:00:00.000,ag00006,cob00034,ct0001,rf0002,br00002
pol000006774,prod00005,2018-09-04 14:17:56.397,2018-06-24 00:00:00.000,2018-10-31 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
pol000006774,prod00005,2018-09-04 14:17:56.397,2018-06-24 00:00:00.000,2018-10-31 00:00:00.000,ag00011,cob00009,ct0003,rf0001,br00002
pol000010955,prod00005,2018-09-04 14:36:19.357,2018-08-25 00:00:00.000,2018-12-31 00:00:00.000,ag00045,cob00031,ct0003,rf0001,br00001
pol000010955,prod00005,2018-09-04 14:36:19.357,2018-08-25 00:00:00.000,2018-12-31 00:00:00.000,ag00045,cob00009,ct0003,rf0001,br00001
pol000005951,prod00015,2018-09-04 14:54:55.237,2018-07-03 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005951,prod00015,2018-09-04 15:03:21.543,2018-07-09 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005951,prod00015,2018-09-04 15:15:58.420,2018-07-11 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000008804,prod00005,2018-09-04 15:16:34.580,2018-09-09 00:00:00.000,2019-01-08 00:00:00.000,ag00098,cob00031,ct0003,rf0001,br00001
pol000008260,prod00005,2018-09-04 15:27:56.657,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00001,cob00009,ct0003,rf0001,br00001
pol000008260,prod00005,2018-09-04 15:27:56.657,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00001,cob00031,ct0003,rf0001,br00001
pol000010932,prod00028,2018-09-04 15:30:34.670,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00001,cob00009,ct0003,rf0001,br00001
pol000009344,prod00005,2018-09-04 15:37:24.540,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000009344,prod00005,2018-09-04 15:37:24.540,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008871,prod00005,2018-09-04 15:58:41.363,2018-09-02 00:00:00.000,2019-01-01 00:00:00.000,ag00101,cob00031,ct0003,rf0001,br00001
pol000011100,prod00005,2018-09-04 16:22:48.510,2018-08-24 00:00:00.000,2018-12-31 00:00:00.000,ag00043,cob00009,ct0001,rf0001,br00007
pol000011100,prod00005,2018-09-04 16:22:48.510,2018-08-24 00:00:00.000,2018-12-31 00:00:00.000,ag00043,cob00031,ct0001,rf0001,br00007
pol000006873,prod00005,2018-09-04 16:40:28.300,2018-09-03 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00009,ct0003,rf0001,br00002
pol000006873,prod00005,2018-09-04 16:40:28.300,2018-09-03 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
pol000005690,prod00021,2018-09-04 16:44:59.853,2018-10-01 00:00:00.000,2019-09-30 00:00:00.000,ag00006,cob00026,ct0003,rf0002,br00002
pol000006788,prod00005,2018-09-04 16:48:40.337,2018-09-03 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00009,ct0003,rf0001,br00002
pol000006788,prod00005,2018-09-04 16:48:40.337,2018-09-03 00:00:00.000,2018-12-31 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
pol000010631,prod00028,2018-09-04 17:36:19.073,2018-08-24 00:00:00.000,2019-08-23 00:00:00.000,ag00043,cob00009,ct0001,rf0002,br00007
pol000008522,prod00005,2018-09-05 08:39:28.807,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00020,cob00009,ct0003,rf0001,br00001
pol000008522,prod00005,2018-09-05 08:39:28.807,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00020,cob00031,ct0003,rf0001,br00001
pol000005951,prod00015,2018-09-05 08:46:25.920,2018-08-06 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006031,prod00015,2018-09-05 09:05:55.840,2018-07-11 00:00:00.000,2019-01-31 00:00:00.000,ag00006,cob00034,ct0001,rf0002,br00002
pol000005951,prod00015,2018-09-05 09:44:48.550,2018-08-10 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005893,prod00015,2018-09-05 10:17:20.977,2018-08-23 00:00:00.000,2018-09-30 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000005381,prod00002,2018-09-05 10:17:22.070,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00004,ct0001,rf0001,br00002
pol000005381,prod00002,2018-09-05 10:17:22.070,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00001,ct0001,rf0001,br00002
pol000005381,prod00002,2018-09-05 10:17:22.070,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00003,ct0001,rf0001,br00002
pol000005381,prod00002,2018-09-05 10:17:22.070,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00002,ct0001,rf0001,br00002
pol000006954,prod00032,2018-09-05 10:30:59.087,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00016,ct0001,rf0001,br00002
pol000008644,prod00005,2018-09-05 10:35:19.643,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00226,cob00031,ct0001,rf0002,br00001
pol000008644,prod00005,2018-09-05 10:35:19.643,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00226,cob00009,ct0001,rf0002,br00001
pol000009346,prod00005,2018-09-05 10:37:27.970,2018-09-05 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000009346,prod00005,2018-09-05 10:37:27.970,2018-09-05 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000005762,prod00012,2018-09-05 10:56:09.593,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00016,ct0001,rf0001,br00002
pol000006015,prod00015,2018-09-05 11:19:51.580,2018-08-08 00:00:00.000,2018-12-31 00:00:00.000,ag00009,cob00022,ct0001,rf0002,br00002
pol000006015,prod00015,2018-09-05 11:19:51.580,2018-08-08 00:00:00.000,2018-12-31 00:00:00.000,ag00009,cob00034,ct0001,rf0002,br00002
pol000006015,prod00015,2018-09-05 11:26:15.743,2018-08-08 00:00:00.000,2018-12-31 00:00:00.000,ag00009,cob00034,ct0001,rf0002,br00002
pol000006015,prod00015,2018-09-05 11:26:15.743,2018-08-08 00:00:00.000,2018-12-31 00:00:00.000,ag00009,cob00022,ct0001,rf0002,br00002
pol000005853,prod00015,2018-09-05 11:46:09.720,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00034,ct0001,rf0001,br00002
pol000005853,prod00015,2018-09-05 11:46:09.720,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00022,ct0001,rf0001,br00002
pol000008461,prod00005,2018-09-05 11:48:40.500,2018-08-31 00:00:00.000,2019-08-30 00:00:00.000,ag00064,cob00009,ct0003,rf0002,br00001
pol000008461,prod00005,2018-09-05 11:48:40.500,2018-08-31 00:00:00.000,2019-08-30 00:00:00.000,ag00064,cob00031,ct0003,rf0002,br00001
pol000010757,prod00005,2018-09-05 12:26:06.623,2018-07-26 00:00:00.000,2019-07-25 00:00:00.000,ag00044,cob00009,ct0001,rf0002,br00009
pol000010757,prod00005,2018-09-05 12:26:06.623,2018-07-26 00:00:00.000,2019-07-25 00:00:00.000,ag00044,cob00031,ct0001,rf0002,br00009
pol000005951,prod00015,2018-09-05 12:35:13.030,2018-08-20 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005810,prod00013,2018-09-05 12:35:35.370,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00021,ct0001,rf0001,br00002
pol000009055,prod00028,2018-09-05 12:52:03.177,2018-08-01 00:00:00.000,2018-11-30 00:00:00.000,ag00053,cob00009,ct0003,rf0001,br00001
pol000006952,prod00030,2018-09-05 13:00:43.533,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00009,ct0001,rf0001,br00002
pol000008729,prod00005,2018-09-05 14:26:19.390,2018-08-01 00:00:00.000,2018-11-30 00:00:00.000,ag00053,cob00009,ct0003,rf0001,br00001
pol000008729,prod00005,2018-09-05 14:26:19.390,2018-08-01 00:00:00.000,2018-11-30 00:00:00.000,ag00053,cob00031,ct0003,rf0001,br00001
pol000006030,prod00015,2018-09-05 14:40:08.910,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000005633,prod00025,2018-09-05 14:59:40.113,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00004,cob00029,ct0001,rf0002,br00002
pol000006061,prod00015,2018-09-05 15:20:51.313,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00022,ct0001,rf0001,br00002
pol000006061,prod00015,2018-09-05 15:20:51.313,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00034,ct0001,rf0001,br00002
pol000007113,prod00002,2018-09-05 15:27:11.410,2018-08-17 00:00:00.000,2018-12-16 00:00:00.000,ag00056,cob00003,ct0001,rf0001,br00001
pol000007113,prod00002,2018-09-05 15:27:11.410,2018-08-17 00:00:00.000,2018-12-16 00:00:00.000,ag00056,cob00036,ct0001,rf0001,br00001
pol000007113,prod00002,2018-09-05 15:27:11.410,2018-08-17 00:00:00.000,2018-12-16 00:00:00.000,ag00056,cob00004,ct0001,rf0001,br00001
pol000007113,prod00002,2018-09-05 15:27:11.410,2018-08-17 00:00:00.000,2018-12-16 00:00:00.000,ag00056,cob00001,ct0001,rf0001,br00001
pol000010038,prod00002,2018-09-05 15:32:57.290,2018-08-01 00:00:00.000,2019-07-31 00:00:00.000,ag00043,cob00004,ct0001,rf0002,br00007
pol000010038,prod00002,2018-09-05 15:32:57.290,2018-08-01 00:00:00.000,2019-07-31 00:00:00.000,ag00043,cob00003,ct0001,rf0002,br00007
pol000010038,prod00002,2018-09-05 15:32:57.290,2018-08-01 00:00:00.000,2019-07-31 00:00:00.000,ag00043,cob00002,ct0001,rf0002,br00007
pol000010038,prod00002,2018-09-05 15:32:57.290,2018-08-01 00:00:00.000,2019-07-31 00:00:00.000,ag00043,cob00001,ct0001,rf0002,br00007
pol000005951,prod00015,2018-09-05 15:51:46.373,2018-08-21 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000007690,prod00012,2018-09-05 16:00:08.440,2018-08-17 00:00:00.000,2018-12-16 00:00:00.000,ag00056,cob00016,ct0001,rf0001,br00001
pol000010665,prod00005,2018-09-05 16:08:17.247,2018-09-05 00:00:00.000,2019-09-04 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000010665,prod00005,2018-09-05 16:08:17.247,2018-09-05 00:00:00.000,2019-09-04 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000008775,prod00005,2018-09-05 16:38:54.490,2018-10-02 00:00:00.000,2019-02-01 00:00:00.000,ag00086,cob00031,ct0003,rf0001,br00001
pol000008775,prod00005,2018-09-05 16:38:54.490,2018-10-02 00:00:00.000,2019-02-01 00:00:00.000,ag00086,cob00009,ct0003,rf0001,br00001
pol000008936,prod00028,2018-09-05 16:42:30.080,2018-10-02 00:00:00.000,2019-02-01 00:00:00.000,ag00086,cob00009,ct0003,rf0001,br00001
pol000005951,prod00015,2018-09-05 16:46:59.243,2018-08-27 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000008384,prod00005,2018-09-05 16:51:12.243,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008384,prod00005,2018-09-05 16:51:12.243,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000005849,prod00015,2018-09-05 17:01:07.053,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005728,prod00012,2018-09-06 07:53:57.447,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00016,ct0001,rf0001,br00002
pol000008495,prod00005,2018-09-06 08:00:59.340,2018-09-06 00:00:00.000,2019-01-05 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000005671,prod00021,2018-09-06 08:22:19.960,2018-05-21 00:00:00.000,2018-05-23 00:00:00.000,ag00004,cob00026,ct0001,rf0002,br00002
pol000005671,prod00021,2018-09-06 08:22:19.960,2018-05-21 00:00:00.000,2018-05-23 00:00:00.000,ag00004,cob00027,ct0001,rf0002,br00002
pol000011024,prod00005,2018-09-06 08:38:23.510,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00033,cob00009,ct0003,rf0001,br00006
pol000011024,prod00005,2018-09-06 08:38:23.510,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00033,cob00031,ct0003,rf0001,br00006
pol000007566,prod00025,2018-09-06 08:43:16.423,2018-08-22 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000007566,prod00025,2018-09-06 08:50:00.333,2018-08-23 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000007566,prod00025,2018-09-06 08:57:49.060,2018-08-27 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000008551,prod00005,2018-09-06 09:01:21.280,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008551,prod00005,2018-09-06 09:01:21.280,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000006063,prod00015,2018-09-06 09:02:15.613,2018-08-01 00:00:00.000,2019-07-31 00:00:00.000,ag00007,cob00034,ct0001,rf0002,br00002
pol000007566,prod00025,2018-09-06 09:07:19.393,2018-08-28 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000008709,prod00005,2018-09-06 09:09:56.447,2018-10-01 00:00:00.000,2019-05-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008709,prod00005,2018-09-06 09:09:56.447,2018-10-01 00:00:00.000,2019-05-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000007566,prod00025,2018-09-06 09:14:30.427,2018-08-28 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000008719,prod00005,2018-09-06 09:14:55.873,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00087,cob00031,ct0003,rf0001,br00001
pol000008719,prod00005,2018-09-06 09:14:55.873,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00087,cob00009,ct0003,rf0001,br00001
pol000007566,prod00025,2018-09-06 09:22:41.530,2018-08-31 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000007566,prod00025,2018-09-06 09:34:24.530,2018-08-31 00:00:00.000,2019-07-11 00:00:00.000,ag00082,cob00029,ct0001,rf0002,br00001
pol000010817,prod00005,2018-09-06 09:58:04.507,2018-02-27 00:00:00.000,2019-02-26 00:00:00.000,ag00044,cob00009,ct0001,rf0002,br00009
pol000010817,prod00005,2018-09-06 09:58:04.507,2018-02-27 00:00:00.000,2019-02-26 00:00:00.000,ag00044,cob00031,ct0001,rf0002,br00009
pol000007819,prod00015,2018-09-06 09:58:58.727,2018-09-04 00:00:00.000,2018-11-30 00:00:00.000,ag00022,cob00022,ct0001,rf0004,br00001
pol000007819,prod00015,2018-09-06 09:58:58.727,2018-09-04 00:00:00.000,2018-11-30 00:00:00.000,ag00022,cob00034,ct0001,rf0004,br00001
pol000008881,prod00005,2018-09-06 10:38:03.587,2018-09-10 00:00:00.000,2019-09-09 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008881,prod00005,2018-09-06 10:38:03.587,2018-09-10 00:00:00.000,2019-09-09 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000007769,prod00015,2018-09-06 10:54:19.903,2018-09-03 00:00:00.000,2018-09-30 00:00:00.000,ag00022,cob00034,ct0001,rf0002,br00001
pol000007789,prod00016,2018-09-06 10:58:40.270,2018-09-03 00:00:00.000,2018-09-30 00:00:00.000,ag00022,cob00022,ct0001,rf0002,br00001
pol000010954,prod00005,2018-09-06 11:07:22.543,2018-08-30 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000005951,prod00015,2018-09-06 11:31:21.127,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000008328,prod00005,2018-09-06 11:41:41.893,2018-08-11 00:00:00.000,2018-12-10 00:00:00.000,ag00226,cob00031,ct0001,rf0001,br00001
pol000008328,prod00005,2018-09-06 11:41:41.893,2018-08-11 00:00:00.000,2018-12-10 00:00:00.000,ag00226,cob00009,ct0001,rf0001,br00001
pol000008414,prod00005,2018-09-06 12:25:56.777,2018-09-09 00:00:00.000,2019-01-08 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008414,prod00005,2018-09-06 12:25:56.777,2018-09-09 00:00:00.000,2019-01-08 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000006024,prod00015,2018-09-06 12:37:16.500,2018-07-24 00:00:00.000,2019-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006545,prod00005,2018-09-06 12:42:00.227,2018-09-01 00:00:00.000,2019-02-28 00:00:00.000,ag00011,cob00031,ct0003,rf0004,br00002
pol000006545,prod00005,2018-09-06 12:42:00.227,2018-09-01 00:00:00.000,2019-02-28 00:00:00.000,ag00011,cob00011,ct0003,rf0004,br00002
pol000006545,prod00005,2018-09-06 12:42:00.227,2018-09-01 00:00:00.000,2019-02-28 00:00:00.000,ag00011,cob00009,ct0003,rf0004,br00002
pol000010935,prod00005,2018-09-06 13:00:07.560,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00057,cob00009,ct0003,rf0001,br00001
pol000010935,prod00005,2018-09-06 13:00:07.560,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00057,cob00031,ct0003,rf0001,br00001
pol000008431,prod00005,2018-09-06 13:46:25.163,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00098,cob00031,ct0003,rf0001,br00001
pol000008431,prod00005,2018-09-06 13:46:25.163,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00098,cob00009,ct0003,rf0001,br00001
pol000005391,prod00002,2018-09-06 14:09:51.130,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00004,ct0001,rf0001,br00002
pol000005391,prod00002,2018-09-06 14:09:51.130,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00003,ct0001,rf0001,br00002
pol000005391,prod00002,2018-09-06 14:09:51.130,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00002,ct0001,rf0001,br00002
pol000005391,prod00002,2018-09-06 14:09:51.130,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00010,cob00001,ct0001,rf0001,br00002
pol000008211,prod00005,2018-09-06 14:11:37.653,2018-09-14 00:00:00.000,2019-01-13 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008211,prod00005,2018-09-06 14:11:37.653,2018-09-14 00:00:00.000,2019-01-13 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000006661,prod00005,2018-09-06 14:20:51.570,2018-09-04 00:00:00.000,2018-12-31 00:00:00.000,ag00050,cob00011,ct0003,rf0001,br00002
pol000006661,prod00005,2018-09-06 14:20:51.570,2018-09-04 00:00:00.000,2018-12-31 00:00:00.000,ag00050,cob00009,ct0003,rf0001,br00002
pol000006661,prod00005,2018-09-06 14:20:51.570,2018-09-04 00:00:00.000,2018-12-31 00:00:00.000,ag00050,cob00031,ct0003,rf0001,br00002
pol000008209,prod00005,2018-09-06 14:38:13.190,2018-10-01 00:00:00.000,2019-01-31 00:00:00.000,ag00204,cob00031,ct0003,rf0001,br00001
pol000005855,prod00015,2018-09-06 14:58:23.040,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000009146,prod00005,2018-09-06 15:04:14.080,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00057,cob00031,ct0003,rf0001,br00001
pol000009146,prod00005,2018-09-06 15:04:14.080,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00057,cob00009,ct0003,rf0001,br00001
pol000005633,prod00025,2018-09-06 15:05:39.730,2018-09-01 00:00:00.000,2019-08-31 00:00:00.000,ag00004,cob00029,ct0001,rf0002,br00002
pol000006024,prod00015,2018-09-06 15:09:42.550,2018-07-26 00:00:00.000,2019-03-30 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005955,prod00015,2018-09-06 15:21:48.520,2018-07-02 00:00:00.000,2018-12-31 00:00:00.000,ag00005,cob00034,ct0001,rf0002,br00002
pol000008390,prod00005,2018-09-06 15:27:47.577,2018-09-05 00:00:00.000,2019-01-04 00:00:00.000,ag00086,cob00009,ct0003,rf0001,br00001
pol000008390,prod00005,2018-09-06 15:27:47.577,2018-09-05 00:00:00.000,2019-01-04 00:00:00.000,ag00086,cob00031,ct0003,rf0001,br00001
pol000008477,prod00005,2018-09-06 15:27:55.827,2018-09-02 00:00:00.000,2019-01-01 00:00:00.000,ag00139,cob00031,ct0003,rf0001,br00001
pol000008477,prod00005,2018-09-06 15:27:55.827,2018-09-02 00:00:00.000,2019-01-01 00:00:00.000,ag00139,cob00009,ct0003,rf0001,br00001
pol000010758,prod00005,2018-09-06 15:29:18.500,2018-04-16 00:00:00.000,2019-04-15 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000010758,prod00005,2018-09-06 15:29:18.500,2018-04-16 00:00:00.000,2019-04-15 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000008478,prod00028,2018-09-06 15:32:13.233,2018-09-02 00:00:00.000,2019-01-01 00:00:00.000,ag00139,cob00009,ct0003,rf0001,br00001
pol000005971,prod00015,2018-09-06 15:39:46.490,2018-09-01 00:00:00.000,2019-01-31 00:00:00.000,ag00014,cob00034,ct0001,rf0002,br00002
pol000010759,prod00028,2018-09-06 15:49:11.107,2018-04-16 00:00:00.000,2019-04-15 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000008485,prod00005,2018-09-06 16:03:29.400,2018-09-10 00:00:00.000,2019-01-09 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008485,prod00005,2018-09-06 16:03:29.400,2018-09-10 00:00:00.000,2019-01-09 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008457,prod00005,2018-09-06 16:41:57.423,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00053,cob00009,ct0003,rf0001,br00001
pol000008457,prod00005,2018-09-06 16:41:57.423,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00053,cob00031,ct0003,rf0001,br00001
pol000009357,prod00002,2018-09-06 18:41:31.057,2018-07-06 00:00:00.000,2019-07-05 00:00:00.000,ag00027,cob00001,ct0001,rf0002,br00005
pol000009357,prod00002,2018-09-06 18:41:31.057,2018-07-06 00:00:00.000,2019-07-05 00:00:00.000,ag00027,cob00003,ct0001,rf0002,br00005
pol000009357,prod00002,2018-09-06 18:41:31.057,2018-07-06 00:00:00.000,2019-07-05 00:00:00.000,ag00027,cob00004,ct0001,rf0002,br00005
pol000008973,prod00005,2018-09-07 07:14:20.640,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008973,prod00005,2018-09-07 07:14:20.640,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008508,prod00005,2018-09-07 07:56:37.843,2018-09-18 00:00:00.000,2019-01-17 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008723,prod00005,2018-09-07 08:17:12.893,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008723,prod00005,2018-09-07 08:17:12.893,2018-09-04 00:00:00.000,2019-01-03 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000006600,prod00005,2018-09-07 08:30:19.657,2018-06-01 00:00:00.000,2019-01-10 00:00:00.000,ag00004,cob00009,ct0003,rf0002,br00002
pol000006600,prod00005,2018-09-07 08:30:19.657,2018-06-01 00:00:00.000,2019-01-10 00:00:00.000,ag00004,cob00031,ct0003,rf0002,br00002
pol000007785,prod00015,2018-09-07 08:31:35.360,2018-09-06 00:00:00.000,2018-09-30 00:00:00.000,ag00002,cob00034,ct0001,rf0002,br00001
pol000008536,prod00005,2018-09-07 08:31:46.150,2018-09-16 00:00:00.000,2019-01-15 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008536,prod00005,2018-09-07 08:31:46.150,2018-09-16 00:00:00.000,2019-01-15 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008458,prod00028,2018-09-07 08:41:20.283,2018-09-01 00:00:00.000,2018-12-31 00:00:00.000,ag00053,cob00009,ct0003,rf0001,br00001
pol000009125,prod00005,2018-09-07 08:46:54.267,2018-09-06 00:00:00.000,2019-01-05 00:00:00.000,ag00096,cob00009,ct0003,rf0001,br00001
pol000009125,prod00005,2018-09-07 08:46:54.267,2018-09-06 00:00:00.000,2019-01-05 00:00:00.000,ag00096,cob00031,ct0003,rf0001,br00001
pol000010070,prod00032,2018-09-07 08:51:31.613,2017-10-01 00:00:00.000,2017-12-31 00:00:00.000,ag00012,cob00016,ct0001,rf0003,br00006
pol000008843,prod00005,2018-09-07 09:05:23.280,2018-09-22 00:00:00.000,2019-01-21 00:00:00.000,ag00101,cob00031,ct0003,rf0001,br00001
pol000008843,prod00005,2018-09-07 09:05:23.280,2018-09-22 00:00:00.000,2019-01-21 00:00:00.000,ag00101,cob00009,ct0003,rf0001,br00001
pol000009274,prod00005,2018-09-07 09:33:08.487,2018-08-31 00:00:00.000,2018-12-31 00:00:00.000,ag00053,cob00009,ct0003,rf0001,br00001
pol000009274,prod00005,2018-09-07 09:33:08.487,2018-08-31 00:00:00.000,2018-12-31 00:00:00.000,ag00053,cob00031,ct0003,rf0001,br00001
pol000010412,prod00005,2018-09-07 09:50:49.853,2018-07-01 00:00:00.000,2018-10-31 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
